trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
243	macho :: metrosexual	macho	metrosexual	0	0	0	1	1	0	0	Macho relates to traditional gender norms (authority); both poles touch on purity-related notions of gender propriety and bodily presentation.
244	claustrophobic :: spelunker	claustrophobic	spelunker	0	0	0	0	0	0	0	Psychological/behavioral dimension; no clear moral foundation relevance.
245	offended :: chill	offended	chill	0	0	0	0	0	0	1	Offended pole has general moral connotation (taking offense at moral transgressions per MFT dictionary entry for offend*).
246	rhythmic :: stuttering	rhythmic	stuttering	0	0	0	0	0	0	0	Motor/speech dimension; no clear moral foundation relevance.
247	musical :: off-key	musical	off-key	0	0	0	0	0	0	0	Aesthetic/skill dimension; no clear moral foundation relevance.
248	lost :: enlightened	lost	enlightened	0	0	0	0	1	0	0	Enlightened pole relates to purity's spiritual elevation and noble living dimension.
249	masochistic :: pain-avoidant	masochistic	pain-avoidant	1	0	0	0	1	0	0	Masochistic pole relates to self-harm (care vice) and bodily degradation (purity vice).
250	efficient :: overprepared	efficient	overprepared	0	0	0	0	0	0	0	Behavioral/cognitive style dimension; no clear moral foundation relevance.
251	oppressed :: privileged	oppressed	privileged	1	1	0	1	0	1	0	Oppression relates to care (suffering), fairness (injustice), authority (power hierarchy), and liberty (domination/restriction of freedom).
252	sunny :: gloomy	sunny	gloomy	0	0	0	0	0	0	0	
253	vegan :: cannibal	vegan	cannibal	1	0	0	0	1	0	1	Cannibal pole triggers care (harm/killing), purity (disgust/contamination), and general moral wrongness. Vegan pole relates to care (protecting animals) and purity (natural/clean living).
254	loveable :: punchable	loveable	punchable	1	0	0	0	0	0	0	Loveable relates to care/nurturance; punchable implies provoking harm, also care-adjacent.
255	slow-talking :: fast-talking	slow-talking	fast-talking	0	0	0	0	0	0	0	
256	believable :: poorly-written	believable	poorly-written	0	0	0	0	0	0	0	
257	vibrant :: geriatric	vibrant	geriatric	0	0	0	0	0	0	0	
258	consistent :: variable	consistent	variable	0	0	0	0	0	0	0	
259	dispassionate :: romantic	dispassionate	romantic	0	0	0	0	0	0	0	
260	linear :: circular	linear	circular	0	0	0	0	0	0	0	
261	intense :: lighthearted	intense	lighthearted	0	0	0	0	0	0	0	
262	knowledgeable :: ignorant	knowledgeable	ignorant	0	0	0	0	0	0	0	
263	fixable :: unfixable	fixable	unfixable	0	0	0	0	0	0	0	
264	exuberant :: subdued	exuberant	subdued	0	0	0	0	0	0	0	
265	secretive :: open-book	secretive	open-book	0	0	0	0	0	0	0	
266	perceptive :: unobservant	perceptive	unobservant	0	0	0	0	0	0	0	
267	folksy :: presidential	folksy	presidential	0	0	0	1	0	0	0	Presidential pole relates to authority/leadership and status.
268	corporate :: freelance	corporate	freelance	0	0	0	1	0	1	0	Corporate relates to authority/hierarchy; freelance relates to liberty/independence from institutional control.
269	sleepy :: frenzied	sleepy	frenzied	0	0	0	0	0	0	0	
270	loose :: tight	loose	tight	0	0	0	0	0	0	0	
271	narcissistic :: low self esteem	narcissistic	low self esteem	1	1	0	0	0	0	1	Narcissistic pole relates to care (lack of empathy/harm to others), fairness (self-serving bias), and general moral vice.
272	poetic :: factual	poetic	factual	0	0	0	0	0	0	0	
273	melee :: ranged	melee	ranged	0	0	0	0	0	0	0	
274	giggling :: chortling	giggling	chortling	0	0	0	0	0	0	0	
275	whippersnapper :: sage	whippersnapper	sage	0	0	0	1	0	0	0	Sage pole relates to authority through wisdom, veneration, and respected elder status.
276	tailor :: blacksmith	tailor	blacksmith	0	0	0	0	0	0	0	
277	hunter :: gatherer	hunter	gatherer	0	0	0	0	0	0	0	
278	experimental :: reliable	experimental	reliable	0	0	0	0	0	0	0	
279	moist :: dry	moist	dry	0	0	0	0	0	0	0	
280	trolling :: triggered	trolling	triggered	1	0	0	0	0	0	0	Trolling involves deliberately causing harm or distress to others, relating to the care foundation (harm pole).
281	tattle-tale :: f***-the-police	tattle-tale	f***-the-police	0	0	1	1	0	1	0	Tattle-tale relates to authority (reporting to authority figures); f***-the-police relates to defiance of authority and liberty (anti-oppressor sentiment); both poles touch loyalty (betrayal vs. anti-establishment solidarity).
282	punk rock :: preppy	punk rock	preppy	0	0	0	1	0	1	0	Punk rock relates to defiance/rebellion (authority vice, liberty); preppy relates to conformity and tradition (authority virtue).
283	realistic :: fantastical	realistic	fantastical	0	0	0	0	0	0	0	
284	trendy :: vintage	trendy	vintage	0	0	0	0	0	0	0	
285	factual :: exaggerating	factual	exaggerating	0	1	0	0	0	0	0	Factual relates to honesty, which maps to fairness; exaggerating implies dishonesty.
286	good-cook :: bad-cook	good-cook	bad-cook	0	0	0	0	0	0	0	
287	comedic :: dramatic	comedic	dramatic	0	0	0	0	0	0	0	
288	OCD :: ADHD	OCD	ADHD	0	0	0	0	0	0	0	
289	interrupting :: attentive	interrupting	attentive	1	0	0	0	0	0	0	Attentive relates to care/nurturance; interrupting is inconsiderate of others.
290	exhibitionist :: bashful	exhibitionist	bashful	0	0	0	0	1	0	0	Exhibitionism relates to purity foundation (modesty vs. immodesty; body as temple).
291	badass :: weakass	badass	weakass	0	0	0	0	0	0	0	
292	gamer :: non-gamer	gamer	non-gamer	0	0	0	0	0	0	0	
293	random :: pointed	random	pointed	0	0	0	0	0	0	0	
294	epic :: deep	epic	deep	0	0	0	0	0	0	0	
295	serene :: pensive	serene	pensive	0	0	0	0	0	0	0	
296	bored :: interested	bored	interested	0	0	0	0	0	0	0	
297	envious :: prideful	envious	prideful	0	1	0	0	0	0	1	Envy relates to perceived unfairness in distribution; both envy and pride are traditionally considered moral vices (general).
298	ironic :: profound	ironic	profound	0	0	0	0	0	0	0	
299	sexual :: asexual	sexual	asexual	0	0	0	0	1	0	0	Sexual vs. asexual relates to purity foundation (carnality, celibacy, abstention).
300	clean :: perverted	clean	perverted	0	0	0	0	1	0	1	Clean maps to purity virtue; perverted maps to purity vice and general immorality.
301	empath :: psychopath	empath	psychopath	1	0	0	0	0	0	1	empath maps to care/compassion; psychopath implies general moral vice
302	haunted :: blissful	haunted	blissful	0	0	0	0	0	0	0	emotional/psychological states without clear moral foundation relevance
303	entitled :: grateful	entitled	grateful	0	1	0	0	0	0	1	entitlement relates to fairness/reciprocity violations; general moral virtue/vice dimension
304	ambitious :: realistic	ambitious	realistic	0	0	0	0	0	0	0	personality/motivational style without clear moral foundation relevance
305	stuck-in-the-past :: forward-thinking	stuck-in-the-past	forward-thinking	0	0	0	1	0	0	0	stuck-in-the-past loosely relates to tradition/authority foundation
306	fire :: water	fire	water	0	0	0	0	0	0	0	elemental metaphor with no clear moral foundation relevance
307	earth :: air	earth	air	0	0	0	0	0	0	0	elemental metaphor with no clear moral foundation relevance
308	lover :: fighter	lover	fighter	1	0	0	0	0	0	0	fighter pole relates to harm/violence; lover pole relates to care
309	overachiever :: underachiever	overachiever	underachiever	0	0	0	0	0	0	0	achievement orientation without clear moral foundation relevance
310	Coke :: Pepsi	Coke	Pepsi	0	0	0	0	0	0	0	brand preference with no moral foundation relevance
311	twitchy :: still	twitchy	still	0	0	0	0	0	0	0	physical/behavioral style with no clear moral foundation relevance
312	freak :: normie	freak	normie	0	0	0	1	1	1	0	freak implies nonconformity (liberty/authority); normie implies conformity to norms; purity relates to disgust-based othering of the freak pole
313	thinker :: doer	thinker	doer	0	0	0	0	0	0	0	cognitive/action style with no clear moral foundation relevance
314	hard-work :: natural-talent	hard-work	natural-talent	0	1	0	0	0	0	0	hard-work relates to fairness/reciprocity; effort-based merit is a fairness concept
315	stingy :: generous	stingy	generous	1	1	0	0	0	0	1	generosity relates to care and fairness/reciprocity; stinginess is a general moral vice
316	stubborn :: accommodating	stubborn	accommodating	0	0	0	1	0	0	0	accommodating relates to compliance/deference in authority foundation
317	extravagant :: thrifty	extravagant	thrifty	0	0	0	0	1	0	0	thrifty relates to purity's self-discipline and austerity; extravagance implies lack of restraint
318	demanding :: unchallenging	demanding	unchallenging	0	0	0	1	0	0	0	demanding relates to authority/leadership style
319	two-faced :: one-faced	two-faced	one-faced	0	1	1	0	0	0	1	two-faced implies dishonesty/betrayal, relating to fairness and loyalty violations; general moral vice
320	plastic :: wooden	plastic	wooden	0	0	0	0	0	0	0	personality texture metaphor with no clear moral foundation relevance
321	neutral :: opinionated	neutral	opinionated	0	0	0	0	0	0	0	attitudinal style with no clear moral foundation relevance
322	chivalrous :: businesslike	chivalrous	businesslike	1	0	0	1	1	0	1	chivalrous implies care, traditional honor codes (authority), and elevated/noble conduct (purity); general moral virtue
323	high standards :: desperate	high standards	desperate	0	0	0	0	1	0	0	high standards relates to purity's self-improvement and elevated conduct
324	on-time :: tardy	on-time	tardy	0	1	0	1	0	0	0	punctuality relates to respect for rules/authority and fairness to others' time
325	everyman :: chosen one	everyman	chosen one	0	1	0	1	0	0	0	chosen one implies special status/hierarchy (authority); fairness relates to egalitarianism vs. special status
326	jealous :: opinionated	jealous	opinionated	0	0	0	0	0	0	0	
327	protagonist :: antagonist	protagonist	antagonist	0	0	0	0	0	0	1	Antagonist pole implies opposition/wrongdoing; protagonist often implies moral heroism; general good vs. bad framing.
328	devoted :: unfaithful	devoted	unfaithful	0	0	1	1	0	0	0	Devoted maps to loyalty/ingroup virtue; unfaithful maps to authority vice and ingroup vice in the dictionary.
329	fearmongering :: reassuring	fearmongering	reassuring	1	0	0	0	0	0	0	Fearmongering causes harm/distress; reassuring relates to care and protection of others.
330	common sense :: analysis	common sense	analysis	0	0	0	0	0	0	0	
331	unemotional :: emotional	unemotional	emotional	0	0	0	0	0	0	0	
332	rap :: rock	rap	rock	0	0	0	0	0	0	0	
333	genocidal :: not genocidal	genocidal	not genocidal	1	1	1	0	0	1	1	Genocidal pole involves extreme harm, injustice, group destruction, and oppression; touches multiple foundations.
334	cat person :: dog person	cat person	dog person	0	0	0	0	0	0	0	
335	indie :: pop	indie	pop	0	0	0	0	0	0	0	
336	cultured :: rustic	cultured	rustic	0	0	0	0	0	0	0	
337	tautology :: oxymoron	tautology	oxymoron	0	0	0	0	0	0	0	
338	bad boy :: white knight	bad boy	white knight	1	0	0	0	1	0	1	White knight pole implies protection/care and moral virtue; bad boy implies rule-breaking and impurity; general moral contrast.
339	princess :: queen	princess	queen	0	0	0	1	0	0	0	Both poles relate to hierarchical status/authority roles.
340	hypochondriac :: stoic	hypochondriac	stoic	0	0	0	0	0	0	0	
341	yes-man :: contrarian	yes-man	contrarian	0	0	0	1	0	1	0	Yes-man relates to submission/compliance (authority); contrarian relates to defiance/dissent (liberty/authority vice).
342	giving :: receiving	giving	receiving	1	1	0	0	0	0	0	Giving relates to care/nurturance; the contrast also evokes reciprocity and fairness.
343	chic :: cheesy	chic	cheesy	0	0	0	0	0	0	0	
344	celebrity :: boy/girl-next-door	celebrity	boy/girl-next-door	0	0	0	0	0	0	0	
345	goth :: flower child	goth	flower child	0	0	0	0	0	0	0	
346	summer :: winter	summer	winter	0	0	0	0	0	0	0	
347	frank :: sugarcoated	frank	sugarcoated	0	1	0	0	0	0	0	Frankness relates to honesty, which maps to fairness virtue in the dictionary.
348	naive :: paranoid	naive	paranoid	0	0	0	0	0	0	0	
349	gullible :: cynical	gullible	cynical	0	0	0	0	0	0	0	
350	motivated :: unmotivated	motivated	unmotivated	0	0	0	0	0	0	0	
351	radical :: centrist	radical	centrist	0	0	0	1	0	1	0	radical pole relates to defiance/subversion (authority vice); liberty foundation captures anti-establishment reactance
352	monotone :: expressive	monotone	expressive	0	0	0	0	0	0	0	
353	love-focused :: money-focused	love-focused	money-focused	1	0	0	0	0	0	0	love-focused pole relates to care/nurturance
354	transparent :: machiavellian	transparent	machiavellian	0	1	0	0	0	0	1	machiavellian pole involves dishonesty and manipulation, relating to fairness vice and general immorality
355	timid :: cocky	timid	cocky	0	0	0	0	0	0	0	
356	concise :: long-winded	concise	long-winded	0	0	0	0	0	0	0	
357	picky :: always down	picky	always down	0	0	0	0	0	0	0	
358	proactive :: reactive	proactive	reactive	0	0	0	0	0	0	0	
359	prudish :: flirtatious	prudish	flirtatious	0	0	0	0	1	0	0	prudish pole relates to chastity/modesty (purity virtue); flirtatious pole touches on purity vice
360	innocent :: jaded	innocent	jaded	0	0	0	0	1	0	0	innocent pole maps to purity virtue
361	touchy-feely :: distant	touchy-feely	distant	1	0	0	0	0	0	0	touchy-feely pole relates to warmth and nurturance (care)
362	muddy :: washed	muddy	washed	0	0	0	0	1	0	0	washed/muddy poles relate to cleanliness and purity
363	quirky :: predictable	quirky	predictable	0	0	0	0	0	0	0	
364	never cries :: often crying	never cries	often crying	0	0	0	0	0	0	0	
365	main character :: side character	main character	side character	0	0	0	0	0	0	0	
366	original :: cliché	original	cliché	0	0	0	0	0	0	0	
367	hugs :: handshakes	hugs	handshakes	1	0	0	0	0	0	0	hugs pole relates to warmth and nurturance (care)
368	homebody :: world traveler	homebody	world traveler	0	0	0	0	0	1	0	world traveler pole relates to liberty and freedom from constraint
369	naughty :: nice	naughty	nice	1	0	0	0	1	0	1	nice pole relates to care/kindness; naughty/nice framing invokes purity and general moral virtue/vice
370	junkie :: straight edge	junkie	straight edge	0	0	0	0	1	0	0	straight edge pole relates to abstinence and bodily purity; junkie pole relates to purity vice
371	small-vocabulary :: big-vocabulary	small-vocabulary	big-vocabulary	0	0	0	0	0	0	0	
372	dystopian :: utopian	dystopian	utopian	1	1	0	0	0	1	1	dystopian/utopian framing broadly invokes harm, fairness, liberty, and general moral ideals about society
373	parental :: childlike	parental	childlike	1	0	0	1	0	0	0	parental pole relates to nurturance (care) and authority/hierarchy
374	writer :: reader	writer	reader	0	0	0	0	0	0	0	
375	creator :: consumer	creator	consumer	0	0	0	0	0	0	0	
376	capitalist :: communist	capitalist	communist	0	1	1	0	0	1	0	Fairness relates to equity/rights debates central to both ideologies; loyalty relates to collectivism (communist pole); liberty relates to individual freedom (capitalist pole) vs. collective control.
377	positive :: negative	positive	negative	0	0	0	0	0	0	0	General disposition/affect, not morally grounded in any foundation.
378	grounded :: fantasy-prone	grounded	fantasy-prone	0	0	0	0	0	0	0	Cognitive/perceptual style, not morally relevant to any foundation.
379	thinker :: feeler	thinker	feeler	1	0	0	0	0	0	0	Feeler pole relates to empathy and care foundation.
380	insightful :: generic	insightful	generic	0	0	0	0	0	0	0	Cognitive trait, not morally relevant to any foundation.
381	questioning :: believing	questioning	believing	0	0	0	1	0	0	0	Questioning pole relates to defiance/dissent from authority; believing pole relates to deference and tradition.
382	proud :: apologetic	proud	apologetic	0	0	0	0	0	0	0	Emotional/dispositional trait without clear moral foundation grounding.
383	bubbly :: flat	bubbly	flat	0	0	0	0	0	0	0	Personality/affect style, not morally relevant.
384	tired :: wired	tired	wired	0	0	0	0	0	0	0	Energy/arousal state, not morally relevant.
385	woke :: problematic	woke	problematic	1	1	0	0	0	1	1	Woke pole relates to care for marginalized groups, fairness/equality, and liberty from oppression; problematic pole implies general moral failing.
386	grumpy :: cheery	grumpy	cheery	0	0	0	0	0	0	0	Mood/affect trait, not morally relevant.
387	hippie :: militaristic	hippie	militaristic	1	0	1	1	1	1	0	Hippie pole relates to peace/care, liberty, and naturalness/purity; militaristic pole relates to authority, loyalty, and group defense.
388	gluttonous :: moderate	gluttonous	moderate	0	0	0	0	1	0	1	Gluttony relates to purity/self-discipline failure; moderate pole reflects self-restraint virtue. General moral connotation of gluttony as vice.
389	flawed :: perfect	flawed	perfect	0	0	0	0	1	0	1	Perfect pole relates to purity/immaculate ideals; general moral virtue/vice connotation.
390	sweet :: savory	sweet	savory	0	0	0	0	0	0	0	Taste preference, not morally relevant.
391	annoying :: unannoying	annoying	unannoying	0	0	0	0	0	0	0	Social/interpersonal style, not morally grounded in any foundation.
392	good-manners :: bad-manners	good-manners	bad-manners	0	0	0	1	0	0	1	Manners relate to authority/respect for social norms and traditions; general moral virtue connotation.
393	evolutionist :: creationist	evolutionist	creationist	0	0	0	1	1	0	0	Creationist pole relates to religious tradition (authority) and sacred/spiritual worldview (purity).
394	fulfilled :: unfulfilled	fulfilled	unfulfilled	0	0	0	0	0	0	0	Psychological state, not morally relevant to any foundation.
395	friendly :: unfriendly	friendly	unfriendly	1	0	0	0	0	0	0	Friendly pole relates to care/kindness foundation.
396	innovative :: routine	innovative	routine	0	0	0	1	0	0	0	Routine pole relates to tradition and authority foundation; innovative pole implies departure from tradition.
397	delicate :: coarse	delicate	coarse	0	0	0	0	1	0	0	Coarse pole relates to impurity/indecency; delicate pole relates to refinement in purity foundation.
398	resentful :: euphoric	resentful	euphoric	0	0	0	0	0	0	0	Emotional states, not morally relevant to any foundation.
399	uptight :: easy	uptight	easy	0	0	0	0	0	0	0	Personality/disposition trait, not morally relevant.
400	blue :: red	blue	red	1	1	1	1	1	1	0	Political color coding (Democrat/Republican) maps broadly onto all MFT foundations as the two parties differ systematically across all foundations.
401	slumbering :: insomniac	slumbering	insomniac	0	0	0	0	0	0	0	
402	spirited :: lifeless	spirited	lifeless	0	0	0	0	0	0	0	
403	outgoing :: withdrawn	outgoing	withdrawn	0	0	0	0	0	0	0	
404	Hates PDA :: Constant PDA	Hates PDA	Constant PDA	0	0	0	0	1	0	0	Public displays of affection relate to purity norms around modesty and decency in public behavior.
405	buffoon :: charmer	buffoon	charmer	0	0	0	0	0	0	0	
406	sloppy :: fussy	sloppy	fussy	0	0	0	0	0	0	0	
407	accurate :: off target	accurate	off target	0	0	0	0	0	0	0	
408	harsh :: gentle	harsh	gentle	1	0	0	0	0	0	0	Gentleness is a core care foundation virtue; harshness is its opposite.
409	clinical :: heartfelt	clinical	heartfelt	1	0	0	0	0	0	0	Heartfelt pole relates to empathy and warmth, core care foundation traits.
410	inappropriate :: seemly	inappropriate	seemly	0	0	0	1	1	0	1	Seemly/inappropriate relate to decency (purity), social norms and propriety (authority), and general moral conduct.
411	smug :: sheepish	smug	sheepish	0	0	0	0	0	0	0	
412	fake :: real	fake	real	0	1	0	0	0	0	1	Fake pole relates to dishonesty (fairness); authenticity vs. deception also carries general moral valence.
413	popular :: rejected	popular	rejected	0	0	0	0	0	0	0	
414	catty :: supportive	catty	supportive	1	0	0	0	0	0	1	Supportive pole reflects care/nurturance; catty behavior is unkind and carries general moral negativity.
415	chronically single :: serial dater	chronically single	serial dater	0	0	0	0	0	0	0	
416	people-person :: things-person	people-person	things-person	0	0	0	0	0	0	0	
417	eager :: reluctant	eager	reluctant	0	0	0	0	0	0	0	
418	goal-oriented :: experience-oriented	goal-oriented	experience-oriented	0	0	0	0	0	0	0	
419	outdoorsy :: indoorsy	outdoorsy	indoorsy	0	0	0	0	0	0	0	
420	divine :: earthly	divine	earthly	0	0	0	0	1	0	0	Divine pole relates to purity foundation's sacred/spiritual dimension and striving toward an elevated, less carnal existence.
421	foodie :: unenthusiastic about food	foodie	unenthusiastic about food	0	0	0	0	0	0	0	
422	chill :: sassy	chill	sassy	0	0	0	0	0	0	0	
423	glamorous :: spartan	glamorous	spartan	0	0	0	0	0	0	0	
424	prankster :: anti-prank	prankster	anti-prank	0	0	0	0	0	0	0	
425	goofy :: unfrivolous	goofy	unfrivolous	0	0	0	0	0	0	0	
426	noble :: jovial	noble	jovial	0	0	0	0	0	0	1	noble has broad moral virtue connotation per MFT dictionary
427	blessed :: cursed	blessed	cursed	0	0	0	0	1	0	1	blessed/cursed carry sacred/religious connotations (purity); also broad moral valence
428	forward :: repressed	forward	repressed	0	0	0	0	1	1	0	repressed pole relates to purity (self-restraint/abstinence) and liberty (restriction of expression/freedom)
429	entrepreneur :: employee	entrepreneur	employee	0	0	0	1	0	1	0	employee relates to authority (followership, compliance); entrepreneur relates to liberty (independence, self-direction)
430	quivering :: unstirring	quivering	unstirring	0	0	0	0	0	0	0	physical/emotional descriptors with no clear moral foundation relevance
431	mechanical :: natural	mechanical	natural	0	0	0	0	1	0	0	natural pole relates to purity foundation (naturalness as a virtue)
432	minds-own-business :: snoops	minds-own-business	snoops	0	1	0	0	0	1	0	snooping violates others' privacy (fairness/rights); also infringes on liberty
433	prying :: unmeddlesome	prying	unmeddlesome	0	1	0	0	0	1	0	prying violates privacy/rights (fairness) and personal liberty
434	leader :: follower	leader	follower	0	0	0	1	0	0	0	directly maps to authority foundation (leadership and followership)
435	handy :: can't-fix-anything	handy	can't-fix-anything	0	0	0	0	0	0	0	practical skill differential with no clear moral foundation relevance
436	green thumb :: plant-neglecter	green thumb	plant-neglecter	1	0	0	0	0	0	0	plant-neglecter pole weakly relates to care (neglect/nurturing of living things)
437	activist :: nonpartisan	activist	nonpartisan	0	1	1	0	0	1	0	activism often involves fairness/rights advocacy, group solidarity (loyalty), and liberty causes
438	photographer :: physicist	photographer	physicist	0	0	0	0	0	0	0	occupational/hobby differential with no clear moral foundation relevance
439	lumberjack :: mad-scientist	lumberjack	mad-scientist	0	0	0	0	0	0	0	occupational archetypes with no clear moral foundation relevance
440	pointless :: meaningful	pointless	meaningful	0	0	0	0	0	0	1	meaningful/pointless carries broad moral-existential valence (general virtue/worth)
441	focused :: absentminded	focused	absentminded	0	0	0	0	0	0	0	cognitive style differential with no clear moral foundation relevance
442	bear :: wolf	bear	wolf	0	0	0	0	0	0	0	animal archetype differential with no clear moral foundation relevance
443	lion :: zebra	lion	zebra	0	0	0	0	0	0	0	animal archetype differential with no clear moral foundation relevance
444	kangaroo :: dolphin	kangaroo	dolphin	0	0	0	0	0	0	0	animal archetype differential with no clear moral foundation relevance
445	all-seeing :: blind	all-seeing	blind	0	0	0	1	0	0	0	all-seeing weakly relates to authority (omniscient oversight/surveillance power)
446	engineerial :: lawyerly	engineerial	lawyerly	0	1	0	1	0	0	0	lawyerly relates to fairness (justice/rights) and authority (law)
447	love shy :: cassanova	love shy	cassanova	0	0	0	0	1	0	0	cassanova pole relates to purity (promiscuity/sexual license)
448	disturbing :: enchanting	disturbing	enchanting	0	0	0	0	1	0	0	disturbing pole weakly relates to purity (disgust/contamination response)
449	maverick :: conformist	maverick	conformist	0	0	0	1	0	1	0	conformist relates to authority (compliance with norms/tradition); maverick relates to liberty (independence from constraints)
450	social climber :: nonconformist	social climber	nonconformist	0	0	0	1	0	1	0	social climber relates to authority (hierarchy/status-seeking); nonconformist relates to liberty (rejecting imposed norms)
451	social chameleon :: strong identity	social chameleon	strong identity	0	0	1	0	0	0	0	Social chameleon implies shifting allegiances/identity; strong identity relates to loyalty and consistency of self within group contexts.
452	awkward :: comfortable	awkward	comfortable	0	0	0	0	0	0	0	
453	sincere :: irreverent	sincere	irreverent	0	1	0	1	0	0	1	Sincere relates to honesty (fairness) and general moral virtue; irreverent relates to disrespect for authority/tradition.
454	intuitive :: analytical	intuitive	analytical	0	0	0	0	0	0	0	
455	cringing away :: welcoming experience	cringing away	welcoming experience	0	0	0	0	0	0	0	
456	stereotypical :: boundary breaking	stereotypical	boundary breaking	0	0	0	1	0	1	0	Stereotypical aligns with authority/tradition; boundary breaking aligns with liberty and defiance of norms.
457	energetic :: mellow	energetic	mellow	0	0	0	0	0	0	0	
458	hopeful :: fearful	hopeful	fearful	0	0	0	0	0	0	0	
459	likes change :: resists change	likes change	resists change	0	0	0	1	0	0	0	Resists change aligns with authority/tradition foundation.
460	manic :: mild	manic	mild	0	0	0	0	0	0	0	
461	old-fashioned :: progressive	old-fashioned	progressive	0	0	0	1	0	1	0	Old-fashioned aligns with tradition/authority; progressive aligns with liberty and challenging established norms.
462	gross :: hygienic	gross	hygienic	0	0	0	0	1	0	0	Gross relates to disgust/contamination (purity vice); hygienic relates to cleanliness (purity virtue).
463	stable :: unstable	stable	unstable	0	0	0	0	0	0	0	
464	overthinker :: underthinker	overthinker	underthinker	0	0	0	0	0	0	0	
