trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
271	narcissistic :: low self esteem	narcissistic	low self esteem	1	1	1	1	0	1	1	Narcissistic relates to lack of care, unfairness, disloyalty, challenging authority, and restricting liberty.
272	poetic :: factual	poetic	factual	0	0	0	0	0	0	0	Relates to style of expression, not moral.
273	melee :: ranged	melee	ranged	0	0	0	0	0	0	0	Relates to combat style, not moral.
274	giggling :: chortling	giggling	chortling	0	0	0	0	0	0	0	Relates to types of laughter, not moral.
275	whippersnapper :: sage	whippersnapper	sage	0	0	0	1	0	0	1	Sage implies authority/respect for tradition. Whippersnapper implies disrespect for authority. Sage is a general virtue.
276	tailor :: blacksmith	tailor	blacksmith	0	0	0	0	0	0	0	
277	hunter :: gatherer	hunter	gatherer	0	0	0	0	0	0	0	
278	experimental :: reliable	experimental	reliable	0	0	0	0	0	0	0	
279	moist :: dry	moist	dry	0	0	0	0	0	0	0	
280	trolling :: triggered	trolling	triggered	1	0	0	0	0	0	0	Trolling can involve causing harm or distress.
281	tattle-tale :: f***-the-police	tattle-tale	f***-the-police	0	0	0	1	0	1	0	f***-the-police relates to defiance of authority and desire for liberty.
282	punk rock :: preppy	punk rock	preppy	0	0	0	0	0	0	0	
283	realistic :: fantastical	realistic	fantastical	0	0	0	0	0	0	0	
284	trendy :: vintage	trendy	vintage	0	0	0	0	0	0	0	
285	factual :: exaggerating	factual	exaggerating	0	1	0	0	0	0	1	Exaggerating relates to dishonesty, impacting fairness and general morality.
286	good-cook :: bad-cook	good-cook	bad-cook	0	0	0	0	0	0	0	
287	comedic :: dramatic	comedic	dramatic	0	0	0	0	0	0	0	
288	OCD :: ADHD	OCD	ADHD	0	0	0	0	0	0	0	
289	interrupting :: attentive	interrupting	attentive	0	0	0	1	0	0	0	Interrupting can be seen as disrespectful, relating to authority.
290	exhibitionist :: bashful	exhibitionist	bashful	0	0	0	0	1	0	0	Exhibitionist can relate to indecency or immodesty, touching on purity.
291	badass :: weakass	badass	weakass	0	0	0	1	0	1	0	Badass can imply defiance of authority and a strong sense of liberty.
292	gamer :: non-gamer	gamer	non-gamer	0	0	0	0	0	0	0	
293	random :: pointed	random	pointed	0	0	0	0	0	0	0	
294	epic :: deep	epic	deep	0	0	0	0	0	0	0	
295	serene :: pensive	serene	pensive	0	0	0	0	0	0	0	
296	bored :: interested	bored	interested	0	0	0	0	0	0	0	
297	envious :: prideful	envious	prideful	0	0	0	0	0	0	1	Both envy and pride are commonly considered moral vices.
298	ironic :: profound	ironic	profound	0	0	0	0	0	0	0	
299	sexual :: asexual	sexual	asexual	0	0	0	0	1	0	0	Relates to concepts of chastity/promiscuity and the purity foundation.
300	clean :: perverted	clean	perverted	0	0	0	0	1	0	0	Directly relates to the purity foundation (cleanliness vs. perversion).
301	empath :: psychopath	empath	psychopath	1	0	0	0	0	0	1	Empath relates to care; psychopath relates to lack of care and general immorality.
302	haunted :: blissful	haunted	blissful	1	0	0	0	0	0	0	Haunted relates to suffering (Care vice); blissful relates to well-being (Care virtue).
303	entitled :: grateful	entitled	grateful	0	1	0	1	1	0	1	Entitled can relate to unfairness and disrespect for authority; grateful relates to humility and acknowledging others (Purity, General).
304	ambitious :: realistic	ambitious	realistic	0	0	0	0	0	0	0	
305	stuck-in-the-past :: forward-thinking	stuck-in-the-past	forward-thinking	0	0	0	1	0	0	0	Stuck-in-the-past relates to tradition (Authority).
306	fire :: water	fire	water	0	0	0	0	0	0	0	
307	earth :: air	earth	air	0	0	0	0	0	0	0	
308	lover :: fighter	lover	fighter	1	0	0	0	0	0	0	Lover relates to peace (Care virtue); fighter relates to violence (Care vice).
309	overachiever :: underachiever	overachiever	underachiever	0	0	0	0	0	0	0	
310	Coke :: Pepsi	Coke	Pepsi	0	0	0	0	0	0	0	
311	twitchy :: still	twitchy	still	0	0	0	0	0	0	0	
312	freak :: normie	freak	normie	0	0	0	1	1	0	0	Freak can relate to deviance from social norms (Purity, Authority).
313	thinker :: doer	thinker	doer	0	0	0	0	0	0	0	
314	hard-work :: natural-talent	hard-work	natural-talent	0	0	0	0	0	0	0	
315	stingy :: generous	stingy	generous	1	1	0	0	0	0	1	Generous relates to kindness (Care) and equitable sharing (Fairness); stingy relates to lack of these and general immorality.
316	stubborn :: accommodating	stubborn	accommodating	0	1	0	1	0	0	0	Stubborn can relate to defiance (Authority) or unwillingness to compromise (Fairness).
317	extravagant :: thrifty	extravagant	thrifty	0	0	0	0	1	0	0	Thrifty can relate to self-discipline (Purity).
318	demanding :: unchallenging	demanding	unchallenging	0	0	0	0	0	0	0	
319	two-faced :: one-faced	two-faced	one-faced	0	1	1	0	1	0	1	Two-faced relates to dishonesty (Fairness, Loyalty, Purity) and general immorality.
320	plastic :: wooden	plastic	wooden	0	0	0	0	0	0	0	
321	neutral :: opinionated	neutral	opinionated	0	1	0	0	0	0	0	Neutral can imply impartiality (Fairness).
322	chivalrous :: businesslike	chivalrous	businesslike	1	0	0	1	0	0	1	Chivalrous relates to protection (Care), honor/respect (Authority), and general virtue.
323	high standards :: desperate	high standards	desperate	0	0	0	0	0	0	0	
324	on-time :: tardy	on-time	tardy	0	0	0	1	0	0	0	On-time can relate to respect for others' time and adherence to norms (Authority).
325	everyman :: chosen one	everyman	chosen one	0	1	0	1	0	0	0	Everyman relates to equality (Fairness); chosen one relates to status/hierarchy (Authority).
326	jealous :: opinionated	jealous	opinionated	0	0	0	0	0	0	0	
327	protagonist :: antagonist	protagonist	antagonist	0	0	0	0	0	0	1	Antagonist implies general moral badness.
328	devoted :: unfaithful	devoted	unfaithful	0	0	1	1	0	0	0	Devoted relates to loyalty; unfaithful relates to disloyalty/betrayal (IngroupVice, AuthorityVice).
329	fearmongering :: reassuring	fearmongering	reassuring	1	0	0	0	0	0	0	Fearmongering relates to causing harm (Care vice); reassuring relates to preventing harm (Care virtue).
330	common sense :: analysis	common sense	analysis	0	0	0	0	0	0	0	
331	unemotional :: emotional	unemotional	emotional	0	0	0	0	0	0	0	
332	rap :: rock	rap	rock	0	0	0	0	0	0	0	
333	genocidal :: not genocidal	genocidal	not genocidal	1	0	0	0	0	0	1	Genocidal is extreme harm (Care vice) and a general vice.
334	cat person :: dog person	cat person	dog person	0	0	0	0	0	0	0	
335	indie :: pop	indie	pop	0	0	0	0	0	0	0	
336	cultured :: rustic	cultured	rustic	0	0	0	0	0	0	0	
337	tautology :: oxymoron	tautology	oxymoron	0	0	0	0	0	0	0	
338	bad boy :: white knight	bad boy	white knight	1	0	0	1	0	0	1	White knight relates to protection (Care virtue); bad boy relates to defiance (Authority vice) and general badness.
339	princess :: queen	princess	queen	0	0	0	0	0	0	0	
340	hypochondriac :: stoic	hypochondriac	stoic	0	0	0	0	0	0	0	
341	yes-man :: contrarian	yes-man	contrarian	0	0	0	1	0	1	0	Yes-man implies deference to authority; contrarian implies defiance of authority and valuing liberty.
342	giving :: receiving	giving	receiving	1	0	0	0	0	0	0	Giving relates to kindness and benefit (Care virtue).
343	chic :: cheesy	chic	cheesy	0	0	0	0	0	0	0	
344	celebrity :: boy/girl-next-door	celebrity	boy/girl-next-door	0	0	0	0	0	0	0	
345	goth :: flower child	goth	flower child	0	0	0	0	0	0	0	
346	summer :: winter	summer	winter	0	0	0	0	0	0	0	
347	frank :: sugarcoated	frank	sugarcoated	0	1	0	0	0	0	1	Frank relates to honesty (Fairness virtue, General virtue); sugarcoated implies dishonesty.
348	naive :: paranoid	naive	paranoid	0	0	0	0	0	0	0	
349	gullible :: cynical	gullible	cynical	0	0	0	0	0	0	0	
350	motivated :: unmotivated	motivated	unmotivated	0	0	0	0	0	0	0	
351	radical :: centrist	radical	centrist	0	0	1	1	0	1	1	Radical challenges authority/oppression; centrist adheres to norms. Radical can be loyal to a cause.
352	monotone :: expressive	monotone	expressive	0	0	0	0	0	0	0	
353	love-focused :: money-focused	love-focused	money-focused	1	0	0	0	0	0	0	Love-focused relates to kindness and nurturance.
354	transparent :: machiavellian	transparent	machiavellian	0	1	0	0	0	0	1	Transparent relates to honesty; Machiavellian to dishonesty and immorality.
355	timid :: cocky	timid	cocky	0	0	0	0	0	0	0	
356	concise :: long-winded	concise	long-winded	0	0	0	0	0	0	0	
357	picky :: always down	picky	always down	0	0	0	0	0	0	0	
358	proactive :: reactive	proactive	reactive	0	0	0	0	0	0	0	
359	prudish :: flirtatious	prudish	flirtatious	0	0	0	0	1	0	0	Prudish relates to chastity/modesty; flirtatious can relate to promiscuity/indecency.
360	innocent :: jaded	innocent	jaded	0	0	0	0	1	0	1	Innocent relates to purity and blamelessness.
361	touchy-feely :: distant	touchy-feely	distant	1	0	0	0	0	0	0	Touchy-feely relates to empathy and care.
362	muddy :: washed	muddy	washed	0	0	0	0	1	0	0	Muddy/washed directly relate to cleanliness/purity.
363	quirky :: predictable	quirky	predictable	0	0	0	0	0	0	0	
364	never cries :: often crying	never cries	often crying	1	0	0	0	0	0	0	Often crying can indicate suffering, relating to care/harm.
365	main character :: side character	main character	side character	0	0	0	0	0	0	0	
366	original :: cliché	original	cliché	0	0	0	0	0	0	0	
367	hugs :: handshakes	hugs	handshakes	1	0	0	0	0	0	0	Hugs relate to amity and care.
368	homebody :: world traveler	homebody	world traveler	0	0	1	0	0	0	0	Homebody relates to family/communal loyalty; world traveler can imply less group affiliation.
369	naughty :: nice	naughty	nice	1	0	0	0	0	0	1	Naughty/nice are general moral judgments; nice also implies kindness.
370	junkie :: straight edge	junkie	straight edge	0	0	0	0	1	0	0	Junkie/straight edge directly relate to purity/impurity and self-discipline.
371	small-vocabulary :: big-vocabulary	small-vocabulary	big-vocabulary	0	0	0	0	0	0	0	
372	dystopian :: utopian	dystopian	utopian	1	1	0	0	0	1	1	Dystopian/utopian relate to suffering/peace, justice/injustice, oppression/freedom, and general good/evil.
373	parental :: childlike	parental	childlike	1	0	0	1	1	0	0	Parental relates to care/protection and authority/duty. Childlike can relate to innocence/purity.
374	writer :: reader	writer	reader	0	0	0	0	0	0	0	
375	creator :: consumer	creator	consumer	0	0	0	0	0	0	0	
376	capitalist :: communist	capitalist	communist	1	1	1	1	0	1	1	Communist pole relates to collective care, fairness, and loyalty; capitalist to liberty. Both involve authority and general moral systems.
377	positive :: negative	positive	negative	0	0	0	0	0	0	1	Positive disposition is generally seen as virtuous, negative as a vice.
378	grounded :: fantasy-prone	grounded	fantasy-prone	0	0	0	0	0	0	1	Being grounded can be seen as a virtue of responsibility or practicality.
379	thinker :: feeler	thinker	feeler	1	0	0	0	0	0	0	Feeler pole strongly relates to empathy and compassion (care).
380	insightful :: generic	insightful	generic	0	0	0	0	0	0	1	Insightful is a positive intellectual virtue, generic implies a lack of such virtue.
381	questioning :: believing	questioning	believing	0	0	0	1	0	0	0	'Questioning' relates to defying authority (08); 'believing' relates to deference to authority (07).
382	proud :: apologetic	proud	apologetic	0	0	1	1	0	0	0	'Proud' can relate to group loyalty (05); 'apologetic' can relate to deference to authority (07).
383	bubbly :: flat	bubbly	flat	0	0	0	0	0	0	0	
384	tired :: wired	tired	wired	0	0	0	0	0	0	0	
385	woke :: problematic	woke	problematic	1	1	1	1	1	1	1	'Woke' relates to preventing harm (01), justice (03), group solidarity (05), challenging authority (08), moral purity (09), and liberty. 'Problematic' relates to causing harm (02), unfairness (04), disloyalty (06), upholding unjust authority (07), impurity (10), and restricting liberty. Both have general moral implications (11).
386	grumpy :: cheery	grumpy	cheery	0	0	0	0	0	0	0	
387	hippie :: militaristic	hippie	militaristic	1	0	1	1	0	1	1	Hippie relates to peace/liberty/anti-authority. Militaristic relates to loyalty/authority/potential harm.
388	gluttonous :: moderate	gluttonous	moderate	0	0	0	0	1	0	1	Gluttonous is a vice, opposite of self-discipline (PurityVice). Moderate is a virtue, self-discipline (PurityVirtue).
389	flawed :: perfect	flawed	perfect	0	0	0	0	1	0	1	Perfect relates to self-improvement/elevated living (PurityVirtue). Both poles have general moral connotations.
390	sweet :: savory	sweet	savory	0	0	0	0	0	0	0	Relates to taste, not morality.
391	annoying :: unannoying	annoying	unannoying	0	0	0	0	0	0	0	
392	good-manners :: bad-manners	good-manners	bad-manners	0	0	0	1	0	0	1	Good manners relate to respect and tradition (Authority). Manners are also a component of general proper behavior (General).
393	evolutionist :: creationist	evolutionist	creationist	0	0	0	1	1	0	0	Creationism often involves deference to religious authority and tradition (Authority) and is tied to spiritual or sacred beliefs (Purity).
394	fulfilled :: unfulfilled	fulfilled	unfulfilled	0	0	0	0	0	0	0	
395	friendly :: unfriendly	friendly	unfriendly	1	0	0	0	0	0	1	Friendliness relates to kindness and avoiding harm (Care). It is also a generally positive character trait (General).
396	innovative :: routine	innovative	routine	0	0	0	1	0	0	0	routine relates to tradition/established order.
397	delicate :: coarse	delicate	coarse	0	0	0	0	1	0	1	delicate relates to refinement/purity; coarse relates to lack of refinement/purity and general indecency.
398	resentful :: euphoric	resentful	euphoric	0	1	0	0	0	1	0	resentful relates to feeling unfairly treated and resentment towards restricted liberty.
399	uptight :: easy	uptight	easy	0	0	0	1	1	0	0	uptight can imply rigid adherence to convention/rules and self-discipline; easy can imply laxity.
400	blue :: red	blue	red	0	0	0	0	0	0	0	
401	slumbering :: insomniac	slumbering	insomniac	0	0	0	0	0	0	0	
402	spirited :: lifeless	spirited	lifeless	0	0	0	0	0	0	0	
403	outgoing :: withdrawn	outgoing	withdrawn	0	0	0	0	0	0	0	
404	Hates PDA :: Constant PDA	Hates PDA	Constant PDA	0	0	0	0	1	0	0	Constant PDA could be seen as indecent (PurityVice).
405	buffoon :: charmer	buffoon	charmer	0	0	0	0	0	0	0	
406	sloppy :: fussy	sloppy	fussy	0	0	0	0	1	0	0	Sloppy could be seen as lacking self-discipline, fussy as meticulous, relating to purity/cleanliness.
407	accurate :: off target	accurate	off target	0	0	0	0	0	0	0	
408	harsh :: gentle	harsh	gentle	1	0	0	0	0	0	0	Harsh relates to HarmVice, gentle is a Care virtue.
409	clinical :: heartfelt	clinical	heartfelt	1	0	0	0	0	0	0	Clinical implies lack of empathy, heartfelt implies deep feeling, relating to Care.
410	inappropriate :: seemly	inappropriate	seemly	0	0	0	0	1	0	1	Inappropriate relates to indecency/wrong, seemly to propriety/decency.
411	smug :: sheepish	smug	sheepish	0	0	0	0	0	0	0	
412	fake :: real	fake	real	0	1	1	0	0	0	1	Fake implies dishonesty/deceit, real implies honesty.
413	popular :: rejected	popular	rejected	1	1	1	0	0	0	0	Rejected implies exclusion (FairnessVice) and abandonment (HarmVice, IngroupVice).
414	catty :: supportive	catty	supportive	1	0	0	0	0	0	0	Catty implies harm/cruelty, supportive implies care/protection.
415	chronically single :: serial dater	chronically single	serial dater	0	0	0	0	1	0	0	Serial dater could be seen as promiscuous (PurityVice).
416	people-person :: things-person	people-person	things-person	0	0	0	0	0	0	0	
417	eager :: reluctant	eager	reluctant	0	0	0	0	0	0	0	
418	goal-oriented :: experience-oriented	goal-oriented	experience-oriented	0	0	0	0	0	0	0	
419	outdoorsy :: indoorsy	outdoorsy	indoorsy	0	0	0	0	0	0	0	
420	divine :: earthly	divine	earthly	0	0	0	0	1	0	0	Divine relates to spirituality/holiness, earthly to the opposite of elevated/spiritual.
421	foodie :: unenthusiastic about food	foodie	unenthusiastic about food	0	0	0	0	0	0	0	
422	chill :: sassy	chill	sassy	0	0	0	1	0	0	0	Sassy can imply disrespect or defiance of authority.
423	glamorous :: spartan	glamorous	spartan	0	0	0	0	1	0	0	Spartan relates to austerity and self-discipline (PurityVirtue).
424	prankster :: anti-prank	prankster	anti-prank	1	0	1	0	1	0	1	Pranks can involve harm (Care), deceit (Loyalty), or be inappropriate (Purity, General).
425	goofy :: unfrivolous	goofy	unfrivolous	0	0	0	0	0	0	0	
426	noble :: jovial	noble	jovial	0	0	0	0	1	0	1	noble relates to Purity (elevated way of life) and General morality.
427	blessed :: cursed	blessed	cursed	0	0	0	0	1	0	1	blessed/cursed relate to spiritual purity/impurity and general moral standing.
428	forward :: repressed	forward	repressed	0	0	0	0	1	1	0	repressed relates to self-discipline (Purity) and restriction of self (Liberty).
429	entrepreneur :: employee	entrepreneur	employee	0	0	0	0	0	0	0	
430	quivering :: unstirring	quivering	unstirring	0	0	0	0	0	0	0	
431	mechanical :: natural	mechanical	natural	0	0	0	0	1	0	0	natural relates to the Purity foundation's idea of living in a 'natural' way.
432	minds-own-business :: snoops	minds-own-business	snoops	0	1	0	0	0	1	0	snoops relates to unfair intrusion and infringement on liberty/privacy.
433	prying :: unmeddlesome	prying	unmeddlesome	0	1	0	0	0	1	0	prying relates to unfair intrusion and infringement on liberty/privacy.
434	leader :: follower	leader	follower	0	0	0	1	0	0	0	Directly relates to the Authority foundation (leadership and followership).
435	handy :: can't-fix-anything	handy	can't-fix-anything	0	0	0	0	0	0	0	
436	green thumb :: plant-neglecter	green thumb	plant-neglecter	1	0	0	0	0	0	0	plant-neglecter implies a lack of care for living things.
437	activist :: nonpartisan	activist	nonpartisan	1	1	1	1	1	1	1	Activism can be motivated by any moral foundation and is generally about moral causes.
438	photographer :: physicist	photographer	physicist	0	0	0	0	0	0	0	
439	lumberjack :: mad-scientist	lumberjack	mad-scientist	0	0	0	0	0	0	0	
440	pointless :: meaningful	pointless	meaningful	0	0	0	0	1	0	1	meaningful can relate to Purity (elevated life, self-improvement) and General morality (value, significance).
441	focused :: absentminded	focused	absentminded	0	0	0	0	0	0	0	
442	bear :: wolf	bear	wolf	0	0	0	0	0	0	0	
443	lion :: zebra	lion	zebra	0	0	0	0	0	0	0	
444	kangaroo :: dolphin	kangaroo	dolphin	0	0	0	0	0	0	0	
445	all-seeing :: blind	all-seeing	blind	0	0	0	0	0	0	0	
446	engineerial :: lawyerly	engineerial	lawyerly	0	0	0	0	0	0	0	
447	love shy :: cassanova	love shy	cassanova	0	0	0	0	1	0	0	cassanova relates to promiscuity, a Purity vice.
448	disturbing :: enchanting	disturbing	enchanting	1	0	0	0	0	0	0	disturbing can relate to causing psychological harm or distress.
449	maverick :: conformist	maverick	conformist	0	0	0	1	0	1	0	maverick/conformist relate to Authority (deference/defiance) and Liberty (independence).
450	social climber :: nonconformist	social climber	nonconformist	0	0	0	1	0	1	0	social climber/nonconformist relate to Authority (status/deference vs. defiance) and Liberty (nonconformity).
451	social chameleon :: strong identity	social chameleon	strong identity	0	0	1	0	1	0	1	Social chameleon implies lack of loyalty/integrity; strong identity implies loyalty/integrity.
452	awkward :: comfortable	awkward	comfortable	0	0	0	0	0	0	0	
453	sincere :: irreverent	sincere	irreverent	0	0	0	1	1	0	1	Irreverent relates to disrespect for authority/sacred things. Sincere relates to integrity/honesty.
454	intuitive :: analytical	intuitive	analytical	0	0	0	0	0	0	0	
455	cringing away :: welcoming experience	cringing away	welcoming experience	0	0	0	0	0	0	0	
456	stereotypical :: boundary breaking	stereotypical	boundary breaking	0	0	0	1	0	1	0	Stereotypical implies adherence to tradition/norms. Boundary breaking challenges norms, potentially related to liberty from restriction.
457	energetic :: mellow	energetic	mellow	0	0	0	0	0	0	0	
458	hopeful :: fearful	hopeful	fearful	0	0	0	0	0	0	0	
459	likes change :: resists change	likes change	resists change	0	0	0	1	0	0	0	Resists change aligns with tradition/authority.
460	manic :: mild	manic	mild	0	0	0	0	0	0	0	
461	old-fashioned :: progressive	old-fashioned	progressive	0	0	0	1	0	0	0	Old-fashioned aligns with tradition/authority.
462	gross :: hygienic	gross	hygienic	0	0	0	0	1	0	0	Gross relates to disgust/uncleanliness. Hygienic relates to purity/cleanliness.
463	stable :: unstable	stable	unstable	0	0	0	0	0	0	0	
464	overthinker :: underthinker	overthinker	underthinker	0	0	0	0	0	0	0	
